name,state,Full Address,lat,lng,phone,email,providesPrep,providesPep,freeSTIscreening
Klinik Kesihatan Seberang Takir,Terengganu,Jalan Telok Ketapang Kampung Telok Ketapang 21300 Kuala Terengganu Terengganu,5.375755,103.117092,+609-666 3333,,TRUE,FALSE,TRUE
Klinik Kesihatan Port Dickson,Negeri Sembilan,Jalan Seremban Kampung Dhobi 70300 Port Dickson Negeri Sembilan,2.528583,101.791897,+606-647 3333,,TRUE,FALSE,TRUE
O2 Klinik Batu Kawan,Penang,"43-G, Jalan Borealis 3, Pusat Komersial Borealis,Bandar Cassia 14110 Batu Kawan Penang",5.235775,100.443824,+604-587 1902,po.boon@o2klinik.com,TRUE,FALSE,FALSE
Novo Clinic,Penang,"6G, Jalan Borealis 4, Pusat Komersial Borealis, 14110 Bandar Cassia, Simpang Ampat Penang",5.236562,100.443703,+6016-504 5005,novomedicbk@gmail.com,TRUE,FALSE,FALSE
Medicare Clinic Tambun,Penang,"21 (Ground Floor), Lorong Bagan Tambun Taman Bagan Tambun 14100 Simpang Ampat Penang",5.277751,100.468654,+6017-3606 049,medicaretambun@gmail.com,TRUE,FALSE,FALSE
POLIKLINIK VALDOR TAMAN PERWIRA 24JAM,Penang,"No 5 GF, Lorong Perwira Indah 1, Taman Perwira  14100 Simpang Ampat Penang",5.298289,100.477637,+6010 564 0025,poliklinikvaldortamanperwira@gmail.com,TRUE,TRUE,FALSE
One Med Clinic,Penang,"2400, Jln Kg Baru,  14000 Bukit Mertajam Penang",5.352392,100.473607,,onemedclinic.general@gmail.com,TRUE,TRUE,FALSE
U.n.i Klinik Kota Bharu,Kelantan,"3512D, Jalan Sultanah Zainab Bandar Lama (Seksyen 18) 15050 Kota Bharu Kelantan",6.11181,102.237811,+6017-876 5469,uniklinikkotabharu@gmail.com,TRUE,TRUE,FALSE
"Klinik Kesihatan Bandar IOI, Segamat",Johor,"KM 7, Jalan Genuang Segamat  85000 Segamat Johor",2.494152,102.86392,+607-943 6099,,TRUE,FALSE,TRUE
Klinik Kesihatan Kota Jembal,Kelantan,"Bandar Kota Jembal, Kedai Lalat  16150 Kota Bharu Kelantan",6.114322,102.30534,+609-766 6733,,TRUE,FALSE,TRUE
Klinik Kesihatan Butterworth (MyPrEPGov2023),Penang,"Lot 1699, Seksyen 4, Jalan Bagan Luar, 1200 Butterworth Penang",5.40688,100.368295,+604-323 3333,,TRUE,FALSE,TRUE
Klinik Kesihatan Sungai Dua TL,Penang,Lot 2254 Jalan Sungai Dua 11700 Gelugor Penang,5.344316,100.297304,+604-642 2201,,TRUE,FALSE,TRUE
Chua Internal Specialist Clinic,Melaka,"Putra Specialist Hospital Suite 306, 3 Floor, 169 Jalan, 75100 Melaka Tengah, Melaka",2.202164,102.252519,+6017-265 1680,adamckc@gmail.com,TRUE,TRUE,FALSE
Comfort Health Medical Specialist Clinic,Penang,"302E-1, Jalan Dato' Ismail Hashim, Sungai Ara  11900 Bayan Lepas Penang",5.319721,100.270491,+6013 4361 828,comforthealthpg@gmail.com,TRUE,TRUE,FALSE
Penang Family Health Development Association,Penang,16 & 18 Kampung Kolam 333 Jalan Perak 10200 Georgetown Penang,5.416162,100.336697,+604-262 2225,fhda.halimah@gmail.com,TRUE,TRUE,FALSE
Klinik Eco Medic (Golden Triangle),Penang,"29-1-2, Jalan Paya Terubong  11900 Bayan Lepas Penang",5.330866,100.275805,+604 6111 011,klinikecomedicgt@gmail.com,TRUE,TRUE,TRUE
Tan Clinic,Penang,Tan Clinic 292-G Jalan Jelutong 11600 Jelutong Penang,5.395962,100.317234,+6011-6320 3722,tanclinicpenang@gmail.com,TRUE,FALSE,FALSE
Klinik Kesihatan Jalan Gereja (MyPrEPGov2023),Melaka,"17, Jalan Gereja  75000 Bandar Hilir Melaka",2.194498,102.249869,,,TRUE,FALSE,TRUE
Bwell Clinic,Penang,1-G-16 Imperial Grande Persiaran Relau 11900 Bayan Lepas Penang,5.33696,100.272758,+604-286 4546,drwaynecheah@gmail.com,TRUE,TRUE,FALSE
O2 Klinik Jelutong,Penang,"I/J/K, 129, Jalan Tan Sri Teh Ewe Lim  11600 Jelutong, Georgetown Penang",5.3923,100.307931,+604-656 3348,infojelutong@o2klinik.com,TRUE,FALSE,FALSE
Mahkota Medical Centre,Melaka,"No 3, Mahkota Melaka Jalan Merdeka 75000 Melaka Melaka",2.187669,102.251551,+606-285 2710,info@mahkotamedical.com,TRUE,TRUE,FALSE
Loh Guan Lye Specialists Centre,Penang,"238, Jalan Macalister  10400 George Town Penang",5.419432,100.318001,+604-238 8888,chchuah7@yahoo.com,TRUE,TRUE,FALSE
Hospital Pulau Pinang,Pulau Pinang,"Aras 1, Bangunan ACC, Hospital Pulau Pinang, Jalan Residensi, 10990 Georgetown, Pulau Pinang 10990 Georgetown Pulau Pinang",5.417842,100.310969,+604-222 5711,idclinichpp@gmail.com,TRUE,FALSE,TRUE
Klinik Kesihatan Bandar Sungai Petani,Kedah,Jalan Badlishah Kampung Sungai Tongka 8000 Sungai Petani Kedah,5.647417,100.497038,+604-421 3355,,TRUE,FALSE,TRUE
POLIKLINIK MEDI AMAN,Kedah,"No.41, Jalan Melor 1/1, Bandar Amanjaya  8000 Sungai Petani Kedah",5.703201,100.535053,+6016-4509 725,poliklinikmediv@gmail.com,TRUE,TRUE,FALSE
Klinik Mediviron Tanjung Tokong,Penang,"Klinik Mediviron Tanjung Tokong B-G-9, Jalan Desiran Tanjung Vantage, Tanjung Tokong, 10470 Georgetown Penang",5.456249,100.30772,+6012-668 2540,mediviron.tanjungtokong@gmail.com,TRUE,TRUE,FALSE
Klinik Dr. Fauzi (Cawangan Kuala Kedah),Kedah,"No.7, Tingkat bawah, Taman Kekwa, Jalan Kuala Kedah, 6600 Alor Setar, Kedah",6.098255,100.339647,+604-772 7278,kdfkualakedah@gmail.com,TRUE,TRUE,FALSE
Klinik Kesihatan Kuala Kedah (MyPrEPGov2023),Kedah,Kampung Sematang  6600 Kuala Kedah Kedah,6.098914,100.301093,+604-762 1526,,TRUE,FALSE,TRUE
Klinik Boon Lim,Johor,15 Jalan Pejabat Pos Rengit Rengit 83100 Batu Pahat Johor,1.849238,102.929902,+607-424 2142,klinikboonlimrengit@gmail.com,TRUE,FALSE,FALSE
Klinik Kesihatan Batu Pahat (MyPrEPGov2023),Johor,"Jalan Kluang, Taman Limpoon  83000 Batu Pahat Johor",1.849925,102.941969,+607-433 2544,,TRUE,FALSE,TRUE
Klinik Kurnia Sdn Bhd,Johor,"No 35, Jalan Orchard Heights 1, Taman Orchard Heights 83000 Batu Pahat Johor",1.835396,102.948998,+6011-2952 4248,klinikkurniabp@gmail.com,TRUE,FALSE,FALSE
Klinik Dan Surgeri Abriel,Johor,"No 50(GF), Jalan Tasik Indah 1/1, Taman Tasik Indah, 86000 Kluang, Johor",1.994876,103.296137,+6013-405 1180,abrielkliniksurgeri@gmail.com,TRUE,FALSE,FALSE
Akasia Clinic,Johor,"63, Jalan Universiti 1, Taman Universiti  86400 Batu Pahat Johor",1.848535,103.071251,+6014-985 7011,akasiaclinicbp@gmail.com,TRUE,FALSE,FALSE
Klinik Kesihatan Laka Temin,Kedah,Bukit Kayu Hitam Kampung Sungai Tongka 6050 Kubang Pasu Kedah,6.50385,100.420178,+604-922 2560,,TRUE,FALSE,TRUE
KPJ Perlis Specialist Hospital,Perlis,"No. 77, Jalan Dato' Wan Ahmad  1000 Kangar Perlis",6.438716,100.194576,+6011-5415 1585,drteoh.ws@kpjperlis.com,TRUE,TRUE,FALSE
Klinik Kesihatan Padang Besar,Perlis,"KM 37, Jalan Padang Besar  2100 Padang Besar (U) Perlis",6.657243,100.294353,+604-949 0333,,TRUE,FALSE,TRUE
KLINIK LOW KULAI,Johor,"7, Ground Floor, Jalan Dataran Kulai 1, Taman Dataran Kulai 81000 Kulai Johor",1.656916,103.594267,+607-6615 112,cliniclow@gmail.com,TRUE,TRUE,FALSE
Dr Boo Clinic & Surgery,Kedah,"No 23, 24 Tingkat Bawah Jalan Persiaran Putra, Bandar Baru Baron 7000 Langkawi Kedah",6.35,99.8,+604-966 6628,clinicdrboo@yahoo.com,TRUE,TRUE,FALSE
Klinik Angkasa Scientex Senai,Johor,"Tingkat bawah, No 147, Jalan Scientex Jaya 7 Taman Scientex Senai 81400 Senai Johor",1.630991,103.682071,,operation.ka1@klinikangkasa.com,TRUE,TRUE,FALSE
Klinik Kesihatan Kuah (MyPrEPGov2023),Kedah,Jalan Air Hangat  7000 Langkawi Kedah,6.422975,99.803195,+604-966 3490,,TRUE,FALSE,TRUE
POLYCLINIC LIFE AND SURGERY,Johor,"No. 10, Jalan Seni Bandar Senai 81400 Senai Johor",1.602562,103.644166,,polycliniclifeandsurgery@gmail.com,TRUE,TRUE,FALSE
Klinik MediDex,Johor,"60(GF), Jalan Perjiranan 15/2 Bandar Dato Onn 81100 Johor Bahru Johor",1.568011,103.74297,+6014-352 7013,klinikmedidex@gmail.com,TRUE,TRUE,FALSE
SOUTHERN MEDICAL CLINIC (SMC SUTERA),Johor,"NO 47G, JALAN SUTERA PULAI 2/26, TAMAN SUTERA UTAMA, 81300 SKUDAI Johor",1.50495,103.656906,60178833758,smcsutera@gmail.com,TRUE,TRUE,FALSE
Klinik Dr. Rishen,Johor,"15-01(Ground Floor), Jalan Cantik 20 Taman Pelangi Indah 81800 Ulu Tiram Johor",1.577417,103.799428,+607-861 1861,klinikdrrishen@gmail.com,TRUE,FALSE,FALSE
Asclepius Healthcare Clinic,Johor,"376, Jalan Simbang, Taman Perling  81200 Johor Bahru Johor",1.481015,103.682815,+6011-3659 7608,asclepius.hc@gmail.com,TRUE,TRUE,FALSE
Klinik Medcare Bandar Baru Uda,Johor,"No 21, Jalan Padi Emas 1/8 Bandar Baru Uda 81200 Johor Bharu Johor",1.493869,103.71048,+6017-456 8553,dr.asyraf.razali@gmail.com,TRUE,TRUE,FALSE
Klinik E Sihat,Johor,"No.62 (Tingkat Bawah), Jalan Padi 1, Bandar Baru Uda 81200 Johor Bahru Johor",1.489979,103.711647,+6011-5757 5485,klinikesihat@yahoo.com,TRUE,TRUE,FALSE
Klinik Anjung Mediclinic,Johor,"Lot R10B, Ground Floor, Anjung Neighbourhood Centre No 5, Persiaran Ledang Heights 79250 Iskandar Puteri Johor",1.423905,103.61728,+607-510 4909,muhammad.shahrulzaman@gmail.com,TRUE,TRUE,FALSE
Zemlya Clinic,Johor,"No. 141, Jalan Harimau, Taman Abad  80250 Johor Bahru Johor",1.485483,103.760032,+6018-252 1818,zemlya.clinic@mail.ru,TRUE,TRUE,FALSE
Klinik Mediviron,Johor,"No. 7, Jalan Badik 1 Taman Sri Tebrau 80050 Johor Bahru Johor",1.485974,103.767233,+607-336 5477,tstmediviron7@gmail.com,TRUE,TRUE,FALSE
STI Client Friendly Clinic (JB Mahmoodiah),Johor,Klinik Kesihatan Mahmoodiah Jalan Mahmoodiah 80100 Johor Bahru Johor,1.462216,103.748636,+607-224 6166,hafizgani@yahoo.com,TRUE,TRUE,FALSE
Klinik Kesihatan Mahmoodiah (MyPrEPGov2023),Johor,"JKR 6274, Jalan Mahmoodiah  80000 Johor Bahru Johor",1.462171,103.748648,+607-226 6166,,TRUE,FALSE,TRUE
AMD Clinic,Johor,No. 71 Jalan Serangkai 4 Taman Bukit Dahlia 81700 Pasir Gudang Johor,1.484747,103.888243,+6012-807 7720,amdclinic71@gmail.com,TRUE,TRUE,FALSE
Klinik O' Care,Johor,"97, Jalan Siantan 3, Bandar Bestari Perdana 81700 Pasir Gudang Johor",1.521501,103.946689,,klinikocare@yahoo.com,TRUE,TRUE,FALSE
Klinik Medcare Taman Bukit Dahlia,Johor,"No 35, Ground Floor,Jalan Semerbak 20,  81700 Pasir Gudang Johor",1.483654,103.900494,+607-255 5166,poliklinikdesaru@gmail.com,TRUE,TRUE,FALSE
Klinik Keluarga I-Sihat,Johor,"No 12, Jalan Serangkai 18, Taman Bukit Dahlia, 81700 Pasir Gudang Johor",1.478302,103.894365,+6012-900 3693,info@isihat.com,TRUE,TRUE,FALSE
Klinik Medcare Kota Masai,Johor,"No. 21A, Jalan Eko Perniagaan 7, Taman Kota Masai 81799 Pasir Gudang Johor",1.484722,103.93741,+607-256 7661,medissacarejb@gmail.com,TRUE,TRUE,FALSE
Poliklinik Desaru,Johor,"No 39, Jalan Kempas 3, Taman Desaru Utama 81930 Penawar Johor",1.572949,104.208011,+607-828 0182,klinikmedcare@gmail.com,TRUE,TRUE,FALSE
Klinik Kesihatan Petrajaya,Sarawak,Petra Jaya  93050 Kuching Sarawak,1.591141,110.339867,+6082-228 228,,TRUE,FALSE,TRUE
Valiant Medical Clinic,Sarawak,"Ground Floor Lot 7058 Pines Square, Block 4, Jalan Batu Kawa, 93250 Kuching Sarawak",1.513977,110.316225,+6014 7625890,vmc.pinessquare@gmail.com,TRUE,FALSE,FALSE
Klinik Kesihatan Jalan Masjid (MyPrEPGov2023),Sarawak,Jalan Masjid  93000 Kuching Sarawak,1.55716,110.342769,+6082-427 110,,TRUE,FALSE,TRUE
Klinik Everbright,Sarawak,"30, Everbright Park Shophouse 3rd Mile Jalan Penrissen 93250 Kuching Sarawak",1.515485,110.331819,+608-2456 003,klinikeverbright@gmail.com,TRUE,TRUE,FALSE
HA Medical Clinic,Sarawak,"Lot 570 (GF) , Section 62, KTLD, Jalan Datuk Wee Kheng Chiang  93450 Kuching Sarawak",1.552541,110.363031,,yunuslibaumedical268@gmail.com,TRUE,TRUE,FALSE
HE MEDICAL CLINIC (KUCHING),Sarawak,"B4G8, Canaan Square Jalan Stutong Baru 93350 Kuching Sarawak",1.49902,110.371812,+6010-4540 312,ethan@hemedclinic.com,TRUE,TRUE,FALSE
PMG Medical Clinic Samarahan,Sarawak,"G/F, Sublot 25, Lot 5674, Block 26, Uni Capital Kuching-Kota Samarahan Expressway 94300 Kota Samarahan Sarawak",1.453833,110.408676,+6010 3757966,pmgclinicsamarahan@gmail.com,TRUE,FALSE,FALSE
PMG MEDICAL CLINIC (SIBU PAHLAWAN),Sarawak,"G/F, No.31, Lot 3625, Block 3 STD, Lorong Pahlawan 7, Jalan Pahlawan 96000 Sibu Sarawak",2.30538,111.848429,+6010 2937 966,pmgmcsibupahlawan@gmail.com,TRUE,TRUE,FALSE
Klinik Kesihatan Lanang,Sarawak,Lor Lanang Barat 7  96000 Sibu Sarawak,2.246577,111.841519,+6084-210 433,,TRUE,FALSE,TRUE
Klinik Kesihatan Bintulu,Sarawak,Jalan Tun Ahmad Zaidi  97000 Bintulu Sarawak,3.179259,113.03982,+6086-858 200,,TRUE,FALSE,TRUE
Bintulu Medical Centre,Sarawak,"Bintulu Medical Centre, Lot 6009, Block 31, Kemena Land District 97000 Bintulu, Sarawak.  97000 Bintulu Sarawak",3.200527,113.056609,,drtan@bintulumedicalcentre.com,TRUE,TRUE,FALSE
LKB Clinic,Sarawak,"No 36, Medan Jaya Commercial Square, Jalan Tun HUSSEIN Onn  97000 Bintulu Sarawak",3.193221,113.071656,,lkbclinicbtu@gmail.com,TRUE,TRUE,FALSE
U.n.i Klinik Bintulu,Sarawak,Ground Floor of 3 Storey Shophouses on Lot 17022 & 17023 ( P/L 439 ) Kemena Land District at Jalan Tun Hussein Onn 97000 Bintulu Sarawak,3.195156,113.089057,+6013 8498611,ka.unihealthcare2023@uniklinikbintulu.com,TRUE,TRUE,FALSE
Klinik Kesihatan Jalan Merbau,Sarawak,Jalan Merbau Miri Handcraft Centre 98000 Miri Sarawak,4.396065,113.992201,+6085-412 322,,TRUE,FALSE,TRUE
Pelita Clinic,Sarawak,"Ground Floor, Lot 600, Block 7, MCLD, Pelita Commercial Centre 98000 Miri Sarawak",4.437611,114.006848,,pelitaclinicmiri@gmail.com,TRUE,FALSE,FALSE
Klinik Dr Tan Labuan,W.P. Labuan,"U0272 Ground Floor, Jati Shophouse Phase 2 Jalan Tun Mustapha 87000 Labuan Labuan (Federal Territory)",5.28121,115.241815,,klinik.dr.tan@gmail.com,TRUE,TRUE,FALSE
Medisinar Klinik & Surgeri Papar,Sabah,"Lot 74, Tingkat Bawah Jalan Taman OKK Hj. Mahali 89608 Papar Sabah",5.733714,115.930979,+6013-8881 440,mks_papar@medisinar.com,TRUE,TRUE,FALSE
Klinik Kesihatan Putatan (MyPrEPGov2023),Sabah,Jalan Pasir Putih  88200 Putatan Sabah,5.89908,116.047095,,,TRUE,FALSE,TRUE
Poliklinik Olidas,Sabah,"Lot 8, Lot (8-1) Ground Floor, Plaza YLY, Jalan Tuaran Bypass 88450 Kota Kinabalu Sabah",5.951767,116.054938,,poliklinik.olidas@gmail.com,TRUE,TRUE,FALSE
Medisinar Klinik & Surgeri Tanjung Aru,Sabah,"15, Jalan Setia Tanjung Aru Medisinar Klinik & Surgeri 88100 Kota kinabalu Sabah",5.95336,116.055341,+6019 8884043,mks_tanjungaru@medisinar.com,TRUE,TRUE,FALSE
U.n.i Klinik Kota Kinabalu,Sabah,"Lot 5, Ground Floor, Jalan Laiman Diki, Kampung Air  88000 Kota Kinabalu Sabah",5.978487,116.073619,+6016 814 7674,uniklinik.kotakinabalu@yahoo.com,TRUE,TRUE,FALSE
U.n.i Klinik Lido,Sabah,"Lot 8, Ground floor, Lido Plaza 2, Jalan Nosoob Hungab, 88300 Penampang Sabah",5.937019,116.082479,,rafidatul.wajihah@gmail.com,TRUE,TRUE,FALSE
POLYCLINIC BORNEO,Sabah,"NO 8, BLOCK 28, BANDAR BARU PENAMPANG PHASE 2, KM 5, JALAN PENAMPANG 88200 KOTA KINABARU Sabah",5.928134,116.087697,,polyclinicdborneo@gmail.com,TRUE,TRUE,FALSE
Klinik Kesihatan Luyang,Sabah,"d/a Pejabat Kesihatan Kota Kinabalu, Tkt 2, Blok C Lot No 21-24, Heritage Plaza Off, Jalan Lintas 88300 Kota Kinabalu Sabah",5.946254,116.091676,,,TRUE,FALSE,TRUE
Klinik Signal Hill,Sabah,S04 The Peak Suites  88300 Kota Kinabalu Sabah,5.99413,116.087045,+608-8224 177,signalhillclinic@gmail.com,TRUE,TRUE,FALSE
MYCLINIC+,Sabah,"Lot No.7 (DBKK No B-G-1), Ground Floor, Block B, Luyang Plaza, Lorong Angsa 1 Luyang Plaza, Jalan Kolam Luyang, 88300, Kota Kinabalu 88300 Kota Kinabalu Sabah",5.954805,116.09253,+6014-900 7401,myclinicplusgroup@gmail.com,TRUE,TRUE,FALSE
My Home Pharmacy Sdn Bhd,Sabah,"Lot 6B Taman Tai Tet, Mile 2.5, Jalan Tuaran, Likas 88400 Kota Kinabalu Sabah",5.975144,116.093768,+6012-827 1134,myhomepharm@gmail.com,TRUE,TRUE,FALSE
Medisinar Klinik & Surgeri 1Sulaman,Sabah,"Unit No. G43, Ground Floor 1Sulaman  88450 Kota Kinabalu Sabah",6.046318,116.148484,+6013 8503023,mks_1sulaman@medisinar.com,TRUE,TRUE,FALSE
Klinik Menggatal,Sabah,"No 7, 1st Floor, Lorong Pekan Manggatal 1,  88450 Kota Kinabalu Sabah",6.024141,116.156724,,klinikmenggatal@gmail.com,TRUE,FALSE,FALSE
U.n.i Klinik Telipok Ria,Sabah,"Lot 17, Ground Floor BLK B Lorong Cermat 2, 1 Telipok Commercial Centre, Telipok Ria 88450 Tuaran Sabah",6.106432,116.206645,+6019-6628 817,unikliniktelipokria@gmail.com,TRUE,TRUE,FALSE
Familycare Clinic Tamparuli,Sabah,"Ground Floor, Lot 4, Block A, Tamparuli Point  89250 Tamparuli Sabah",6.140977,116.272626,+6011-1262 4660,fcctamparuli@gmail.com,TRUE,TRUE,FALSE
Family Care Clinic Kota Marudu,Sabah,"Family Care Clinic Kota Marudu, Lot 1-0 Ground Floor, Block A, 1 Avenue Commercial Center, Jalan WK 89108 Kota Marudu Sabah",6.495855,116.761057,,fcckm.gerald@gmail.com,TRUE,FALSE,FALSE
MyClinicPlus Klinik Perubatan & Surgeri Tawau,Sabah,"TB 324, Ground Floor Lot 21, Block 38, Fajar Complex, Bandar Tawau 91000 Tawau Sabah",4.24601,117.892431,,myclinicplustawau@gmail.com,TRUE,FALSE,FALSE
Klinik Kesihatan Tawau (MyPrEPGov2023),Sabah,Jalan Chong Thien Vun  91000 Tawau Sabah,4.259762,117.914509,+6089-775 710,kktawau@moh.gov.my,TRUE,FALSE,TRUE
U.n.i Klinik Sandakan,Sabah,Lot No 23 Ground Floor Utama Place 1 Block C Mile 6 North Road 90000 Sandakan Sabah,5.865338,118.055619,+6018 6142 240,syafiqjaiz@gmail.com,TRUE,TRUE,FALSE
Klinik Dr. Mahen,Sabah,"Ground Floor, Lot 10,Block 1, Prima Square Mile 4, North Road, 90000 Sandakan Sabah",5.634512,118.08807,6089218273,klinikdr.mahen@yahoo.com,TRUE,TRUE,FALSE
Klinik Kesihatan Sandakan (MyPrEPGov2023),Sabah,"Km 3.2 Jalan Utara, Jalan Utara  90000 Sandakan Sabah",5.861042,118.102072,+6089-225 800,,TRUE,FALSE,TRUE
U.n.i Klinik Bandar Maju Sandakan,Sabah,"Lot 11, GF, Block A, Bandar Maju, Batu 1.5  90000 Sandakan Sabah",5.858866,118.10782,+6010-454 2025,unikliniksandakan.bandarmaju@gmail.com,TRUE,TRUE,FALSE
KLINIK MABELLO JEROCO,Sabah,"Lot 4 Wisma Teo, Simpang 3 Jeroco Batu 13, Jalan Sandakan Lahad Datu 91110 Lahad Datu Sabah",5.216878,118.25001,+6013 3978505,klinikmabellojeroco@gmail.com,TRUE,TRUE,FALSE
KD Air Bemban,Johor,"KD Air Bemban, Batu 25 Jalan Air Hitam, 81020, Kulai, Johor",,,07-6562199,,FALSE,FALSE,TRUE
KD Air Tawar 3 (Felda),Johor,"KD Air Tawar 3 (Felda), Felda Air Tawar 3, 81900, Kota Tinggi, Johor",,,07-8932948,,FALSE,FALSE,TRUE
KD Air Tawar 4 (Felda),Johor,"KD Air Tawar 4 (Felda), Kota Tinggi, 81900, Kota Tinggi, Johor",,,07-8952877,,FALSE,FALSE,TRUE
KD Air Tawar I (Felda),Johor,"KD Air Tawar I (Felda), Felda Air Tawar 1, 81900, Kota Tinggi, Johor",,,07-8952671,,FALSE,FALSE,TRUE
KD Antoi,Johor,"KD Antoi, Jln Antoi, Majidee Baru, 81100, Johor Bahru, Johor",,,07-3355125,,FALSE,FALSE,TRUE
KD Aping Barat (Felda),Johor,"KD Aping Barat (Felda), Felda Aping Barat, 81900, Kota Tinggi, Johor",,,07-8911478,,FALSE,FALSE,TRUE
KD Aping Timur (Felda),Johor,"KD Aping Timur (Felda), Felda Aping Timur, 81900, Kota Tinggi, Johor",,,07-8911477,,FALSE,FALSE,TRUE
KD Assam Bubok,Johor,"KD Assam Bubok, Kampong Asam Bubok, 83000, Batu Pahat, Johor",,,07-4545900,,FALSE,FALSE,TRUE
KD Bakar Batu,Johor,"KD Bakar Batu, JKR 3302, Jln Sekolah, Bakar Batu, 80150, Johor Bahru, Johor",,,07-3315572,,FALSE,FALSE,TRUE
KD Balai Badang,Johor,"KD Balai Badang, Kampung Balai Badang, Batu Anam, 85000, Segamat, Johor",,,07-9363482,,FALSE,FALSE,TRUE
KD Batu 18 1/2 Air Hitam,Johor,"KD Batu 18 1/2 Air Hitam, Bt 18 1/2 Air Hitam Muar, 84060, Muar, Johor",,,07-4211932,,FALSE,FALSE,TRUE
KD Batu 23 Pagoh,Johor,"KD Batu 23 Pagoh, JKR 2294 Kg Hj. Asari Bt. 23 Pagoh, 84600, Muar, Johor",,,06-9712414,,FALSE,FALSE,TRUE
KD Batu 27 Lenga,Johor,"KD Batu 27 Lenga, JKR 3811 Kg Baru Bt 28 Lega, 84040, Muar, Johor",,,06-9712309,,FALSE,FALSE,TRUE
KD Batu 28 Lenga,Johor,"KD Batu 28 Lenga, JKR 1834 Bt. 28 Lenga, 84600, Muar, Johor",,,06-9712599,,FALSE,FALSE,TRUE
KD Batu 31 Lenga,Johor,"KD Batu 31 Lenga, JKR 1078 Kg Bt. 31 Jln Yacob Lenga, 84040, Muar, Johor",,,06-9712416,,FALSE,FALSE,TRUE
KD Batu 4,Johor,"KD Batu 4, Jalan Tun Habab, 81900, Kota Tinggi, Johor",,,07-8821599,,FALSE,FALSE,TRUE
KD Batu Hampar,Johor,"KD Batu Hampar, Jln Parit Hj Mohammad, Bt Hampar Ayer Baloi, 82100, Pontian, Johor",,,07-6988743,,FALSE,FALSE,TRUE
KD Batu Putih,Johor,"KD Batu Putih, Kg Batu Putih Simpang Lima, 83000, Batu Pahat, Johor",,,07-4130122,,FALSE,FALSE,TRUE
KD Bekoh Belading,Johor,"KD Bekoh Belading, Tangkak, Ledang, 84900, Tangkak, Johor",,,06-5235670,,FALSE,FALSE,TRUE
KD Belemam,Johor,"KD Belemam, Kampung Pariit Belemam, 83010, Batu Pahat, Johor",,,07-4153346,,FALSE,FALSE,TRUE
KD Belemang,Johor,"KD Belemang, Serom, Sungai Mati, 84410, Tangkak, Johor",,,06-9751925,,FALSE,FALSE,TRUE
KD Beroleh,Johor,"KD Beroleh, Kg. Beroleh Sungai Gading, 83000, Batu Pahat, Johor",,,07-4349434,,FALSE,FALSE,TRUE
KD Bindu,Johor,"KD Bindu,  Kg. Bindu, Tongkang Pecah, 83010, Batu Pahat, Johor",,,07-4153348,,FALSE,FALSE,TRUE
KD Bukit Batu,Johor,"KD Bukit Batu, Macap, Simpang Renggam, Kluang, 86200 Johor, 86200, Kluang, Johor",,,019-7442144 ,,FALSE,FALSE,TRUE
KD Bukit Kangkar,Johor,"KD Bukit Kangkar, Bt 19 1/2 Jalan Muar 84400 Sungai Mati, 84400, Tangkak, Johor",,,06-9755303,,FALSE,FALSE,TRUE
KD Bukit Kepong,Johor,"KD Bukit Kepong, JKR 1079 Pekan Bukit Kepong, 84600, Muar, Johor",,,06-9719541,,FALSE,FALSE,TRUE
KD Bukit Mor,Johor,"KD Bukit Mor, JKR 111, Jln Mahmood Bukit Mor Parit Jawa, 84150, Muar, Johor",,,06-9872920,,FALSE,FALSE,TRUE
KD Bukit Ramun (Felda),Johor,"KD Bukit Ramun (Felda), Felda Bukit Ramun, 81900, Kota Tinggi, Johor",,,07-8978914,,FALSE,FALSE,TRUE
KD Chamek,Johor,"KD Chamek, 86000 Kluang, Johor, 86000, Kluang, Johor",,,07-7813933,,FALSE,FALSE,TRUE
KD Felcra Batu 4 1/2 Paloh,Johor,"KD Felcra Batu 4 1/2 Paloh,  Kluang, 86000, Kluang, Johor",,,07-7816333,,FALSE,FALSE,TRUE
KD Felcra Bukit Kepong,Johor,"KD Felcra Bukit Kepong, Felcra Bukit Kepong, 84040, Muar, Johor",,,06-9237102,,FALSE,FALSE,TRUE
KD Felda Air Hitam,Johor,"KD Felda Air Hitam, 86000 Kluang, Johor, 86000, Kluang, Johor",,,07-7765343,,FALSE,FALSE,TRUE
KD Felda Bukit Batu,Johor,"KD Felda Bukit Batu, JKR 3736, Jalan Klinik, Kulai, 81020, Kulai, Johor",,,07-6511835,,FALSE,FALSE,TRUE
KD Felda Bukit Permai,Johor,"KD Felda Bukit Permai, Jalan Sekolah Kulai, 81000, Kulai, Johor",,,07-7511592,,FALSE,FALSE,TRUE
KD Felda Chempelak,Johor,"KD Felda Chempelak, Felda Chempelak, Labis, 85300, Segamat, Johor",,,07-9237118,,FALSE,FALSE,TRUE
KD Felda Endau,Johor,"KD Felda Endau, Mersing, 86800, Mersing, Johor",,,07-7944353,,FALSE,FALSE,TRUE
KD Felda Inas,Johor,"KD Felda Inas, Jalan Titiwangsa Kulai, 81000, Kulai, Johor",,,07-8964011,,FALSE,FALSE,TRUE
KD Felda Kahang Barat,Johor,"KD Felda Kahang Barat, Kahang Barat, Kluang, 86007, Kluang, Johor",,,07-7867311,,FALSE,FALSE,TRUE
