name,state,Full Address,Country,lat,lng,providesPrep,providesPep,freeSTIscreening,googlePlaceId,phone,email
Poliklinik Damai Emergency,Selangor,"No 12A, Jalan Kajang Mewah 3 Taman Kajang Mewah 43000 Kajang Selangor",Malaysia,2.976014,101.780152,TRUE,TRUE,FALSE,ChIJ78BIhpTLzTERt7Bevhtq_EI,+6012 7984 050,poliklinikdamai@hotmail.com
Klinik Dr Shakinah,Selangor,"No. 35, Jln Panglima Hitam M35/M, Alam Impian, Seksyen 35 4047 Shah Alam Selangor",Malaysia,3.0268628,101.5156335,TRUE,TRUE,FALSE,ChIJ0UtOX0CtzTERnoBXBzc2Vwo,+6012-435 3554,shakinah_12@hotmail.com
Klinik Medi Royal,Selangor,"No 4, Ground Floor Jalan Sungai Garing 27/61 40400 Taman Alam Megah, Sek 27, Shah Alam Selangor",Malaysia,3.011069,101.5659518,TRUE,TRUE,FALSE,ChIJg-I29fazzTERvThsBpKzdxo,+603-5161 1830,klinikmediroyal@gmail.com
Klinik Mediviron Putra Heights,Selangor,"No. 43-G, Jalan Putra Mahkota 7/6C, Putra Heights, 47650 Subang Jaya Selangor",Malaysia,2.9963957,101.5727462,TRUE,TRUE,FALSE,ChIJlU-R66yzzTER7R3k036wFl8,+6011-5628 2327,medivironputraheights@gmail.com
KLINIK SENTOSA (TAMAN SENTOSA),Selangor,"26, Jalan Dato Yusuf Shahbudin 29, Taman Sentosa, 41200 Klang, Selangor 41200 Klang Selangor",Malaysia,3.0097237,101.4653653,TRUE,TRUE,FALSE,ChIJzQ2B28etzTERo7ESL-gHxag,+6019 5557257,kliniksentosa26@gmail.com
Klinik Kesihatan Jaya Gading (MyPrEPGov2023),Pahang,"Lorong Jaya Gading 14, Kampung Batu Sepuluh 25150 Kuantan Pahang",Malaysia,3.753434,103.2041241,TRUE,FALSE,TRUE,ChIJ26RB80W2yDERAejFHpv6ZGs,+609-538 4252,
Klinik Kesihatan Pandamaran,Selangor,"Jalan Raja Muda Musa, Kawasan 10 42000 Pelabuhan Klang Selangor",Malaysia,3.0142741,101.4132671,TRUE,FALSE,TRUE,ChIJDaz-HWurzTERWkn23zLuuMQ,+603-3165 8770,
Klinik Alam Medic Cyberjaya,Selangor,No 3 Block A Jalan GC 1 63000 Cyberjaya Selangor,Malaysia,2.9252681,101.6559872,TRUE,TRUE,FALSE,ChIJR2ERAPhKzDERlWFxbOOaOYI,+603-8322 6172,kamcbj.general@gmail.com
Klinik Familink,Selangor,"A-G-2, Cybersquare, Jalan Teknokrat 6, Cyber 5 63000 Cyberjaya Selangor",Malaysia,2.9194808,101.6565842,TRUE,FALSE,FALSE,ChIJbTj8In23zTERlXrcLbp4Ivo,+603-8328 9414,klinik.familink@gmail.com
Klinik Sentosa Pandamaran,Selangor,"No 7A, Jalan Pandamaran KS/05 42000 Klang Selangor",Malaysia,3.0063063,101.40756,TRUE,TRUE,FALSE,ElA3LCBKYWxhbiBCZXNhciBQYW5kYW1hcmFuLCBLYXdhc2FuIDEyLCA0MjAwMCBQZWxhYnVoYW4gS2xhbmcsIFNlbGFuZ29yLCBNYWxheXNpYSIwEi4KFAoSCVW2vpANq80xESZdiXwcLRYNEAcqFAoSCffSbsxsq80xERg6HFsnrvvy,+6016-555 7731,pkpandamaran@gmail.com
Prefer Clinic,Selangor,"58G, Jalan Bayu Laut 4/KS09, Kota Bayuemas 41200 Klang Selangor",Malaysia,2.9803367,101.4431424,TRUE,TRUE,FALSE,ChIJ54zQcHStzTERI5_Zm3KRLdI,+6017-265 0353,clinicprefer@gmail.com
ALPRO Pharmacy Neo Cyber (Under My PrEP Pharmacy research),Selangor,"51-G Blok G, Neo Cyber Lingkaran Cyber Point Barat, Cyber 12 63000 Cyberjaya Selangor",Malaysia,2.915651,101.6502659,TRUE,FALSE,FALSE,ChIJB6hL3Zi3zTERJ6_1oQd3iko,+6019-984 5923,bcjnc1@alpropharmacy.com
Catalyst Clinic,Selangor,No 6-G Jalan Eco Santuari 8/1A Eco Santuari 42500 Teluk Panglima Garang Selangor,Malaysia,2.9433092,101.5401635,TRUE,TRUE,FALSE,ChIJZxqwsRexzTER6eFc7EyjR3I,,admin@catalystclinic.com.my
Care Clinic,Selangor,"59, Ground Floor Jalan Ehsan Perdana 7/KS5, Off Jalan Pandamaran 42000 Port Klang Selangor",Malaysia,3.0053035,101.4189581,TRUE,FALSE,FALSE,ChIJ0WeaunGrzTERQF-VE0WOBWg,+603-3885 6197,laukokfang066@hotmail.com
Klinik OneCare 24jam,Selangor,"19, Jalan Puteri 3A/1 Bandar Puteri Bangi 43000 Kajang Selangor",Malaysia,2.8785459,101.795998,TRUE,TRUE,FALSE,ChIJlUysVc3JzTERoSUKGvYmDyo,,onecareklinik@gmail.com
Klinik Soo,Pahang,A97 Jalan Air Putih 25300 Kuantan Pahang,Malaysia,3.8314011,103.3363486,TRUE,TRUE,FALSE,ChIJ5cRYjhe7yDERjyK3KOjW6zA,+6011-6081 6864,soobwei@gmail.com
Dr Lim Clinic,Pahang,"B-22 Tingkat bawah, Jalan Seri Kuantan 81, Kuantan Star City II 25300 Kuantan Pahang",Malaysia,3.8243872,103.3368799,TRUE,FALSE,FALSE,ChIJJR68oDa7yDERj2ApcydRDMA,+609-565 4457,limmedicare2023@gmail.com
Klinik Kesihatan Beserah (MyPrEPGov2023),Pahang,Kampung Pelindung 26100 Kuantan Pahang,Malaysia,3.849747,103.3618165,TRUE,FALSE,TRUE,ChIJ5TfjcNKkyDERVGWSnSi6F38,+609-544 5633,
U.n.i Klinik Sikamat,Negeri Sembilan,"No. 418 & 419, Ground Floor, Jalan Sri Penaga 12 Taman Sri Penaga 2 70400 Seremban Negeri Sembilan",Malaysia,2.7528761,101.9570657,TRUE,TRUE,FALSE,ChIJ3X2P-XfdzTER1lrwHygTASI,,arborvitae.h@gmail.com
Poliklinik MUC - Labu,Negeri Sembilan,"3, Wisma Koperasi Labu Jalan Koperasi, Lorong Labu 1 71900 Seremban Negeri Sembilan",Malaysia,2.7580985,101.8203123,TRUE,TRUE,FALSE,ChIJtyQoNq3DzTERSEwBcXrFcRA,+6010-231 7322,labu@muclinics.com
Klinik Maria,Negeri Sembilan,"155, Jalan Dato Bandar Tunggal, 70000 Seremban Negeri Sembilan",Malaysia,2.721226,101.9397578,TRUE,TRUE,FALSE,ChIJ3waroIPdzTEReSrSn-4gZAM,+606 7611 246,balakrishnan_vani@yahoo.com
Klinik Kesihatan Seremban (MyPrEPGov2023),Negeri Sembilan,"Jalan Rasah, Seremban Seremban, Bukit Rasah 70300 Seremban Negeri Sembilan",Malaysia,2.7082427,101.9398229,TRUE,FALSE,TRUE,ChIJAdYy-aAEzjER6jwxs883m-4,+606-767 9267,
POLIKLINIK FAMILY CARE 24 JAM,Negeri Sembilan,"No 45, Jalan PKBB 3 Pusat Komersial Bukit Blossom 70100 Seremban Negeri Sembilan",Malaysia,2.6998112,101.9518333,TRUE,FALSE,FALSE,ChIJ78jhpZ_nzTERGr72KV8ThAs,+606 630 3113,draliffpfc@gmail.com
Poliklinik Fateh,Negeri Sembilan,"1267G, Jalan Suriaman Biz 1, Pusat Komersial Suriaman Bandar Sri Sendayan 71950 Seremban Negeri Sembilan",Malaysia,2.699793,101.8583475,TRUE,TRUE,FALSE,ChIJ-64NIPfpzTERnKgOnJccrcs,+6017-5752 050,poliklinikfateh@gmail.com
Klinik Kesihatan Kuala Dungun,Terengganu,Kg Alor Tembesu Kampung Alur Temesu 23000 Kuala Dungun Terengganu,Malaysia,4.7614776,103.4141248,TRUE,FALSE,TRUE,ChIJDepdm4cFyDERJI6sauzGgPM,+609-845 8820,
Poliklinik Seremban 3,Negeri Sembilan,"No.18, Jalan KU1, Pusat Komersial University 70300 Seremban Negeri Sembilan",Malaysia,2.6717291,101.9329977,TRUE,FALSE,FALSE,ChIJbeJSs1fmzTERrn3nLglGNF0,+6018-3612 988,poliklinikseremban25@gmail.com
Poliklinik Ar Razi Perubatan & X-Ray Pekan,Pahang,"No 18 & 19, Lorong Peramu Permai 1 Peramu Jaya 26600 Pekan Pahang",Malaysia,3.5506383,103.381399,TRUE,FALSE,FALSE,ChIJHTRPGMZRzzERDXssBMNiPhc,+6019-964 7113,arrazipekan18@gmail.com
Klinik Insyirah,Terengganu,"Lot 60017 (PN 14060) Kampung Durian Burung, Mukim Kubang Parit 20050 Kuala Terengganu Terengganu",Malaysia,5.30374,103.1105959,TRUE,TRUE,FALSE,ChIJ29h3YMK-tzERo7-VjUin0sE,+6019-449 6443,klinikinsyirahdb@gmail.com
UCSI Hospital,Negeri Sembilan,"No.2, Avenue 3, Persiaran Springhill, 71010 Port Dickson Negeri Sembilan",Malaysia,2.6056985,101.8527694,TRUE,TRUE,FALSE,ChIJBRtoYobvzTERwwSphljkjDs,+606-648 8888,info@ucsihospital.com
Klinik Kesihatan Seberang Takir,Terengganu,Jalan Telok Ketapang Kampung Telok Ketapang 21300 Kuala Terengganu Terengganu,Malaysia,5.3757449,103.1170911,TRUE,FALSE,TRUE,ChIJ-avbT829tzERXOnowW1rDaA,+609-666 3333,
Klinik Kesihatan Port Dickson,Negeri Sembilan,Jalan Seremban Kampung Dhobi 70300 Port Dickson Negeri Sembilan,Malaysia,2.5284152,101.7918424,TRUE,FALSE,TRUE,ChIJtRZedCzyzTERez8a0h2ylLw,+606-647 3333,
O2 Klinik Batu Kawan,Penang,"43-G, Jalan Borealis 3, Pusat Komersial Borealis,Bandar Cassia 14110 Batu Kawan Penang",Malaysia,5.2372523,100.4434624,TRUE,FALSE,FALSE,ChIJXeb2O1m3SjARzgeu0eL-Lpc,+604-587 1902,po.boon@o2klinik.com
Novo Clinic,Penang,"6G, Jalan Borealis 4, Pusat Komersial Borealis, 14110 Bandar Cassia, Simpang Ampat Penang",Malaysia,5.2364585,100.4436296,TRUE,FALSE,FALSE,ChIJD1uvU5C3SjARYgZ3QW3le7E,+6016-504 5005,novomedicbk@gmail.com
Medicare Clinic Tambun,Penang,"21 (Ground Floor), Lorong Bagan Tambun Taman Bagan Tambun 14100 Simpang Ampat Penang",Malaysia,5.2777193,100.4683311,TRUE,FALSE,FALSE,ChIJA4wN1723SjARFEzWgyxVhcw,+6017-3606 049,medicaretambun@gmail.com
POLIKLINIK VALDOR TAMAN PERWIRA 24JAM,Penang,"No 5 GF, Lorong Perwira Indah 1, Taman Perwira 14100 Simpang Ampat Penang",Malaysia,5.2982888,100.4776372,TRUE,TRUE,FALSE,ChIJf5L6ioG3SjARCxEf1E5EesU,+6010 564 0025,poliklinikvaldortamanperwira@gmail.com
One Med Clinic,Penang,"2400, Jln Kg Baru, 14000 Bukit Mertajam Penang",Malaysia,5.3523223,100.4735501,TRUE,TRUE,FALSE,ChIJuxZNuAXJSjARILbHVAWVj7E,,onemedclinic.general@gmail.com
U.n.i Klinik Kota Bharu,Kelantan,"3512D, Jalan Sultanah Zainab Bandar Lama (Seksyen 18) 15050 Kota Bharu Kelantan",Malaysia,6.1117694,102.2378301,TRUE,TRUE,FALSE,ChIJt6o6gWqvtjERtj6dMlOP6VM,+6017-876 5469,uniklinikkotabharu@gmail.com
"Klinik Kesihatan Bandar IOI, Segamat",Johor,"KM 7, Jalan Genuang Segamat 85000 Segamat Johor",Malaysia,2.49415,102.86392,TRUE,FALSE,TRUE,ChIJwYjm7JfTzzERgq1u-VL-KlE,+607-943 6099,
Klinik Kesihatan Kota Jembal,Kelantan,"Bandar Kota Jembal, Kedai Lalat 16150 Kota Bharu Kelantan",Malaysia,6.1142356,102.3053326,TRUE,FALSE,TRUE,ChIJAQC0b4uwtjERqYmDmOd7XTM,+609-766 6733,
Klinik Kesihatan Butterworth (MyPrEPGov2023),Penang,"Lot 1699, Seksyen 4, Jalan Bagan Luar, 1200 Butterworth Penang",Malaysia,5.4068136,100.3682861,TRUE,FALSE,TRUE,ChIJt7XgWBTESjARUVGSUWIDuG8,+604-323 3333,
Klinik Kesihatan Sungai Dua TL,Penang,Lot 2254 Jalan Sungai Dua 11700 Gelugor Penang,Malaysia,5.3443048,100.2973032,TRUE,FALSE,TRUE,ChIJ-Vq651PASjAR0wYEhUFJlyw,+604-642 2201,
Chua Internal Specialist Clinic,Melaka,"Putra Specialist Hospital Suite 306, 3 Floor, 169 Jalan, 75100 Melaka Tengah, Melaka",Malaysia,2.2018659,102.2526332,TRUE,TRUE,FALSE,ChIJqaPMhdfx0TERm4CZtXHIaPo,+6017-265 1680,adamckc@gmail.com
Comfort Health Medical Specialist Clinic,Penang,"302E-1, Jalan Dato' Ismail Hashim, Sungai Ara 11900 Bayan Lepas Penang",Malaysia,5.3198325,100.2706129,TRUE,TRUE,FALSE,ChIJ9WtbeprBSjARtf_aCUZJhhE,+6013 4361 828,comforthealthpg@gmail.com
Penang Family Health Development Association,Penang,16 & 18 Kampung Kolam 333 Jalan Perak 10200 Georgetown Penang,Malaysia,5.4161623,100.336697,TRUE,TRUE,FALSE,ChIJZf9EGlXDSjARysKxtYvApDw,+604-262 2225,fhda.halimah@gmail.com
Klinik Eco Medic (Golden Triangle),Penang,"29-1-2, Jalan Paya Terubong 11900 Bayan Lepas Penang",Malaysia,5.3324178,100.2760928,TRUE,TRUE,TRUE,ChIJYXb0RADBSjARt4Fuamj3P2A,+604 6111 011,klinikecomedicgt@gmail.com
Tan Clinic,Penang,Tan Clinic 292-G Jalan Jelutong 11600 Jelutong Penang,Malaysia,5.3959622,100.3172341,TRUE,FALSE,FALSE,ChIJFzgDRMfDSjARtagiTkbku8Y,+6011-6320 3722,tanclinicpenang@gmail.com
Klinik Kesihatan Jalan Gereja (MyPrEPGov2023),Melaka,"17, Jalan Gereja 75000 Bandar Hilir Melaka",Malaysia,2.1944849,102.2498848,TRUE,FALSE,TRUE,ChIJNdKt0D3x0TER45P9i4dr7Ug,,
Bwell Clinic,Penang,1-G-16 Imperial Grande Persiaran Relau 11900 Bayan Lepas Penang,Malaysia,5.3370504,100.2725332,TRUE,TRUE,FALSE,ChIJwds-eQjBSjARjSABxfBHVj8,+604-286 4546,drwaynecheah@gmail.com
O2 Klinik Jelutong,Penang,"I/J/K, 129, Jalan Tan Sri Teh Ewe Lim 11600 Jelutong, Georgetown Penang",Malaysia,5.3923781,100.3073501,TRUE,FALSE,FALSE,ChIJQ5pKANXDSjARGuI1pMxCFnQ,+604-656 3348,infojelutong@o2klinik.com
Mahkota Medical Centre,Melaka,"No 3, Mahkota Melaka Jalan Merdeka 75000 Melaka Melaka",Malaysia,2.1873396,102.251583,TRUE,TRUE,FALSE,ChIJp3CLPBzu0TER2FbqozjHoyk,+606-285 2710,info@mahkotamedical.com
Loh Guan Lye Specialists Centre,Penang,"238, Jalan Macalister 10400 George Town Penang",Malaysia,5.4198009,100.3180487,TRUE,TRUE,FALSE,ChIJr-4Fz7rDSjAROq_OT2cwQ5Y,+604-238 8888,chchuah7@yahoo.com
Hospital Pulau Pinang,Pulau Pinang,"Aras 1, Bangunan ACC, Hospital Pulau Pinang, Jalan Residensi, 10990 Georgetown, Pulau Pinang 10990 Georgetown Pulau Pinang",Malaysia,5.4168005,100.3112289,TRUE,FALSE,TRUE,ChIJVRYzWrHDSjARXyuE_VLTgaM,+604-222 5711,idclinichpp@gmail.com
Klinik Kesihatan Bandar Sungai Petani,Kedah,Jalan Badlishah Kampung Sungai Tongka 8000 Sungai Petani Kedah,Malaysia,5.6474017,100.4970357,TRUE,FALSE,TRUE,ChIJ8SNaBcUpSzARn2bE_OrF3tY,+604-421 3355,
POLIKLINIK MEDI AMAN,Kedah,"No.41, Jalan Melor 1/1, Bandar Amanjaya 8000 Sungai Petani Kedah",Malaysia,5.7032211,100.5350389,TRUE,TRUE,FALSE,ChIJUf84sOMrSzARp799N8xI3Vc,+6016-4509 725,poliklinikmediv@gmail.com
Klinik Mediviron Tanjung Tokong,Penang,"Klinik Mediviron Tanjung Tokong B-G-9, Jalan Desiran Tanjung Vantage, Tanjung Tokong, 10470 Georgetown Penang",Malaysia,5.4562931,100.307708,TRUE,TRUE,FALSE,ChIJcSy9Kh7DSjARUQWCm5y_J6M,+6012-668 2540,mediviron.tanjungtokong@gmail.com
Klinik Dr. Fauzi (Cawangan Kuala Kedah),Kedah,"No.7, Tingkat bawah, Taman Kekwa, Jalan Kuala Kedah, 6600 Alor Setar, Kedah",Malaysia,6.095834,100.3398552,TRUE,TRUE,FALSE,ChIJY2PuQ0VDSzARsVTHZA43F8M,+604-772 7278,kdfkualakedah@gmail.com
Klinik Kesihatan Kuala Kedah (MyPrEPGov2023),Kedah,Kampung Sematang 6600 Kuala Kedah Kedah,Malaysia,6.0988815,100.3010924,TRUE,FALSE,TRUE,ChIJnwHz4f5CSzARlKwyo1soasM,+604-762 1526,
Klinik Boon Lim,Johor,15 Jalan Pejabat Pos Rengit Rengit 83100 Batu Pahat Johor,Malaysia,1.680873,103.1492095,TRUE,FALSE,FALSE,ChIJT_lqgdaM0DER6wcm0rMTdeA,+607-424 2142,klinikboonlimrengit@gmail.com
Klinik Kesihatan Batu Pahat (MyPrEPGov2023),Johor,"Jalan Kluang, Taman Limpoon 83000 Batu Pahat Johor",Malaysia,1.8498939,102.9419714,TRUE,FALSE,TRUE,ChIJK64wXdhW0DERGhLWga0Irlk,+607-433 2544,
Klinik Kurnia Sdn Bhd,Johor,"No 35, Jalan Orchard Heights 1, Taman Orchard Heights 83000 Batu Pahat Johor",Malaysia,1.8352562,102.9491331,TRUE,FALSE,FALSE,ChIJsd_3ahxX0DER8ZiBMZzOl3Q,+6011-2952 4248,klinikkurniabp@gmail.com
Klinik Dan Surgeri Abriel,Johor,"No 50(GF), Jalan Tasik Indah 1/1, Taman Tasik Indah, 86000 Kluang, Johor",Malaysia,1.9963825,103.2949997,TRUE,FALSE,FALSE,ChIJH7mMvUJv0DERWT8fgzQvnnE,+6013-405 1180,abrielkliniksurgeri@gmail.com
Akasia Clinic,Johor,"63, Jalan Universiti 1, Taman Universiti 86400 Batu Pahat Johor",Malaysia,1.8486213,103.0712644,TRUE,FALSE,FALSE,ChIJIbLMRJ912jER6pAAdJwcmWE,+6014-985 7011,akasiaclinicbp@gmail.com
Klinik Kesihatan Laka Temin,Kedah,Bukit Kayu Hitam Kampung Sungai Tongka 6050 Kubang Pasu Kedah,Malaysia,6.503834,100.4201801,TRUE,FALSE,TRUE,ChIJF5yfoI26TDARq0ZohxGuIHQ,+604-922 2560,
KPJ Perlis Specialist Hospital,Perlis,"No. 77, Jalan Dato' Wan Ahmad 1000 Kangar Perlis",Malaysia,6.4332029,100.1864547,TRUE,TRUE,FALSE,ChIJ6bQkGJyZTDAR5opykFBbuVI,+6011-5415 1585,drteoh.ws@kpjperlis.com
Klinik Kesihatan Padang Besar,Perlis,"KM 37, Jalan Padang Besar 2100 Padang Besar (U) Perlis",Malaysia,6.6571944,100.2943574,TRUE,FALSE,TRUE,ChIJF9iwAY7ATDARvkhmCAX2frg,+604-949 0333,
KLINIK LOW KULAI,Johor,"7, Ground Floor, Jalan Dataran Kulai 1, Taman Dataran Kulai 81000 Kulai Johor",Malaysia,1.6694956,103.5811307,TRUE,TRUE,FALSE,ChIJL-z1d8d52jERgXaW06rz4Wo,+607-6615 112,cliniclow@gmail.com
Dr Boo Clinic & Surgery,Kedah,"No 23, 24 Tingkat Bawah Jalan Persiaran Putra, Bandar Baru Baron 7000 Langkawi Kedah",Malaysia,6.317019,99.8507463,TRUE,TRUE,FALSE,ChIJ6wKRMXx_TDARpBR7PtiGuGM,+604-966 6628,clinicdrboo@yahoo.com
Klinik Angkasa Scientex Senai,Johor,"Tingkat bawah, No 147, Jalan Scientex Jaya 7 Taman Scientex Senai 81400 Senai Johor",Malaysia,1.6310606,103.6821516,TRUE,TRUE,FALSE,ChIJWYoPiap72jERZITSE9S1ync,,operation.ka1@klinikangkasa.com
Klinik Kesihatan Kuah (MyPrEPGov2023),Kedah,Jalan Air Hangat 7000 Langkawi Kedah,Malaysia,6.3253465,99.8481333,TRUE,FALSE,TRUE,ChIJP7OQ6Xp_TDARZLo7wqbPjkY,+604-966 3490,
POLYCLINIC LIFE AND SURGERY,Johor,"No. 10, Jalan Seni Bandar Senai 81400 Senai Johor",Malaysia,1.6025411,103.6440478,TRUE,TRUE,FALSE,ChIJgd1wgFlx2jER6fL3uUWYCmU,,polycliniclifeandsurgery@gmail.com
Klinik MediDex,Johor,"60(GF), Jalan Perjiranan 15/2 Bandar Dato Onn 81100 Johor Bahru Johor",Malaysia,1.5685978,103.742499,TRUE,TRUE,FALSE,ChIJiXhYbEFv2jERHjpVAXwUuCs,+6014-352 7013,klinikmedidex@gmail.com
SOUTHERN MEDICAL CLINIC (SMC SUTERA),Johor,"NO 47G, JALAN SUTERA PULAI 2/26, TAMAN SUTERA UTAMA, 81300 SKUDAI Johor",Malaysia,1.5049495,103.6569057,TRUE,TRUE,FALSE,ChIJL0rwYQBz2jER5wnsfg9p1Ic,60178833758,smcsutera@gmail.com
Klinik Dr. Rishen,Johor,"15-01(Ground Floor), Jalan Cantik 20 Taman Pelangi Indah 81800 Ulu Tiram Johor",Malaysia,1.5709593,103.800877,TRUE,FALSE,FALSE,ChIJdy2L1Edv2jERHCiFwF4b6Do,+607-861 1861,klinikdrrishen@gmail.com
Asclepius Healthcare Clinic,Johor,"376, Jalan Simbang, Taman Perling 81200 Johor Bahru Johor",Malaysia,1.4807254,103.6827329,TRUE,TRUE,FALSE,ChIJB8ORYkdz2jER1SjkmneuEU4,+6011-3659 7608,asclepius.hc@gmail.com
Klinik Medcare Bandar Baru Uda,Johor,"No 21, Jalan Padi Emas 1/8 Bandar Baru Uda 81200 Johor Bharu Johor",Malaysia,1.49389,103.7104841,TRUE,TRUE,FALSE,ChIJH_ghTXVz2jERQYj1gllbh1o,+6017-456 8553,dr.asyraf.razali@gmail.com
Klinik E Sihat,Johor,"No.62 (Tingkat Bawah), Jalan Padi 1, Bandar Baru Uda 81200 Johor Bahru Johor",Malaysia,1.4900026,103.7116775,TRUE,TRUE,FALSE,ChIJ8RSCm0Fz2jERhRLDDl4uvI8,+6011-5757 5485,klinikesihat@yahoo.com
Klinik Anjung Mediclinic,Johor,"Lot R10B, Ground Floor, Anjung Neighbourhood Centre No 5, Persiaran Ledang Heights 79250 Iskandar Puteri Johor",Malaysia,1.424673,103.6166073,TRUE,TRUE,FALSE,ChIJR6ZAhjYL2jERLKXFWOUZmkM,+607-510 4909,muhammad.shahrulzaman@gmail.com
Zemlya Clinic,Johor,"No. 141, Jalan Harimau, Taman Abad 80250 Johor Bahru Johor",Malaysia,1.485483,103.760032,TRUE,TRUE,FALSE,ChIJvasW52Rt2jERJyrsWsh_ltI,+6018-252 1818,zemlya.clinic@mail.ru
Klinik Mediviron,Johor,"No. 7, Jalan Badik 1 Taman Sri Tebrau 80050 Johor Bahru Johor",Malaysia,1.4859021,103.7672144,TRUE,TRUE,FALSE,ChIJV6UOcC9t2jER2ThM448d1KE,+607-336 5477,tstmediviron7@gmail.com
STI Client Friendly Clinic (JB Mahmoodiah),Johor,Klinik Kesihatan Mahmoodiah Jalan Mahmoodiah 80100 Johor Bahru Johor,Malaysia,1.462171,103.7486483,TRUE,TRUE,FALSE,ChIJnWRfxr4S2jERBLEM0u1KRAA,+607-224 6166,hafizgani@yahoo.com
Klinik Kesihatan Mahmoodiah (MyPrEPGov2023),Johor,"JKR 6274, Jalan Mahmoodiah 80000 Johor Bahru Johor",Malaysia,1.462171,103.7486483,TRUE,FALSE,TRUE,ChIJnWRfxr4S2jERBLEM0u1KRAA,+607-226 6166,
AMD Clinic,Johor,No. 71 Jalan Serangkai 4 Taman Bukit Dahlia 81700 Pasir Gudang Johor,Malaysia,1.4847468,103.8882428,TRUE,TRUE,FALSE,ChIJhegl9chq2jERghwzXZWQIjE,+6012-807 7720,amdclinic71@gmail.com
Klinik O' Care,Johor,"97, Jalan Siantan 3, Bandar Bestari Perdana 81700 Pasir Gudang Johor",Malaysia,1.8488785,103.6344606,TRUE,TRUE,FALSE,Ejk5NywgSmxuIFNpYW50YW4gMywgODEwMDAgQmFuZGFyIFRlbmdnYXJhLCBKb2hvciwgTWFsYXlzaWEiMBIuChQKEgk9hRIdU4HaMRGbS6GLLFliXBBhKhQKEgk9hRIdU4HaMRHbgSHw1pot7Q,,klinikocare@yahoo.com
Klinik Medcare Taman Bukit Dahlia,Johor,"No 35, Ground Floor,Jalan Semerbak 20, 81700 Pasir Gudang Johor",Malaysia,1.4836527,103.900505,TRUE,TRUE,FALSE,ChIJmYuGXc9r2jERroXmisBWy54,+607-255 5166,poliklinikdesaru@gmail.com
Klinik Keluarga I-Sihat,Johor,"No 12, Jalan Serangkai 18, Taman Bukit Dahlia, 81700 Pasir Gudang Johor",Malaysia,1.4783022,103.8943645,TRUE,TRUE,FALSE,ChIJLaCc7LRq2jER2N6X5lnJ3DA,+6012-900 3693,info@isihat.com
Klinik Medcare Kota Masai,Johor,"No. 21A, Jalan Eko Perniagaan 7, Taman Kota Masai 81799 Pasir Gudang Johor",Malaysia,1.4847236,103.937407,TRUE,TRUE,FALSE,ChIJI0xxB81B2jERaPM4lCSwHgA,+607-256 7661,medissacarejb@gmail.com
Poliklinik Desaru,Johor,"No 39, Jalan Kempas 3, Taman Desaru Utama 81930 Penawar Johor",Malaysia,1.5729529,104.2078241,TRUE,TRUE,FALSE,ChIJA69BfzxM2jERsYSz-dIb6A0,+607-828 0182,klinikmedcare@gmail.com
Klinik Kesihatan Petrajaya,Sarawak,Petra Jaya 93050 Kuching Sarawak,Malaysia,1.5911112,110.3398665,TRUE,FALSE,TRUE,ChIJM6dQYCKo-zER7VmNE4qegaY,+6082-228 228,
Valiant Medical Clinic,Sarawak,"Ground Floor Lot 7058 Pines Square, Block 4, Jalan Batu Kawa, 93250 Kuching Sarawak",Malaysia,1.5115867,110.3114075,TRUE,FALSE,FALSE,ChIJ10DyszCn-zERslfriqXp8Fk,+6014 7625890,vmc.pinessquare@gmail.com
Klinik Kesihatan Jalan Masjid (MyPrEPGov2023),Sarawak,Jalan Masjid 93000 Kuching Sarawak,Malaysia,1.5571389,110.34277,TRUE,FALSE,TRUE,ChIJ_wjlCfKn-zERx71YkaIi2g0,+6082-427 110,
Klinik Everbright,Sarawak,"30, Everbright Park Shophouse 3rd Mile Jalan Penrissen 93250 Kuching Sarawak",Malaysia,1.5192533,110.3358757,TRUE,TRUE,FALSE,ChIJWW_mjWCn-zERkWw1trCHzZs,+608-2456 003,klinikeverbright@gmail.com
HA Medical Clinic,Sarawak,"Lot 570 (GF) , Section 62, KTLD, Jalan Datuk Wee Kheng Chiang 93450 Kuching Sarawak",Malaysia,1.552572,110.365895,TRUE,TRUE,FALSE,ChIJU2g6Bbin-zERUXrfWVezMQQ,,yunuslibaumedical268@gmail.com
HE MEDICAL CLINIC (KUCHING),Sarawak,"B4G8, Canaan Square Jalan Stutong Baru 93350 Kuching Sarawak",Malaysia,1.4990199,110.3718115,TRUE,TRUE,FALSE,ChIJBciPFACn-zERq8FbvkjB02I,+6010-4540 312,ethan@hemedclinic.com
PMG Medical Clinic Samarahan,Sarawak,"G/F, Sublot 25, Lot 5674, Block 26, Uni Capital Kuching-Kota Samarahan Expressway 94300 Kota Samarahan Sarawak",Malaysia,1.4636493,110.4180181,TRUE,FALSE,FALSE,ChIJk-0BAyih-zERfysa5BzFEMY,+6010 3757966,pmgclinicsamarahan@gmail.com
PMG MEDICAL CLINIC (SIBU PAHLAWAN),Sarawak,"G/F, No.31, Lot 3625, Block 3 STD, Lorong Pahlawan 7, Jalan Pahlawan 96000 Sibu Sarawak",Malaysia,2.3053844,111.8484258,TRUE,TRUE,FALSE,ChIJ_xRpOnJ_9zEROpbMVnKhVAo,+6010 2937 966,pmgmcsibupahlawan@gmail.com
